45.0,0.0,0.0,13.67,0.0,0.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,90.99,0.294117647058824,0.0,0.0,0.0,17,-102,True,False,False,False,False,False,False,False,False,True,False
44.0,2.272727273,2.272727273,57.43,0.333333333,0.0,0.0,0.0,6,-135,True,False,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,50.99,0.0,0.0,0.0,0.0,0,0,False,False,False,False,True,False,False,False,True,False,False
16.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0,0,False,False,False,False,True,False,False,False,True,False,False
43.0,27.90697674,13.95348837,74.28,0.016806723,0.0,0.0,0.0,119,-183,False,False,False,False,False,True,False,False,False,True,False
0.0,0.0,0.0,51.62,0.028985507,0.0,0.0,0.0,69,0,True,False,False,False,False,False,False,False,False,True,False
45.0,2.222222222,0.0,117.84,0.25,0.0,0.0,0.0,8,0,False,False,False,False,False,True,False,False,True,False,False
46.0,2.173913043,0.0,50.03,0.0,0.0,0.0,0.0,0,-3,False,True,False,False,False,False,False,False,True,False,False
6.0,16.66666667,0.0,40.0,0.0,1.0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,True
40.0,47.5,0.0,43.01,0.057142857,1.0,0.0,0.0,35,-2,False,False,False,False,True,False,False,False,False,True,False
3.0,33.33333333,0.0,30.0,0.0,1.0,0.0,0.0,0,21,False,False,False,False,True,False,False,False,False,False,True
24.0,4.166666667,0.0,59.74,0.0,0.0,0.0,0.0,0,-135,False,False,False,False,False,True,False,False,False,False,True
10.0,10.0,0.0,40.02,0.0,1.0,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,True,False
0.0,0.0,0.0,99.47,0.022900763,0.0,0.0,0.0,131,-258,False,False,False,False,False,False,True,False,False,True,False
7.0,42.85714286,0.0,40.02,0.0,1.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,True,False
13.0,61.53846154,15.38461538,29.02,0.0,1.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,True,False
48.0,0.0,0.0,40.02,0.0,1.0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,True,False
1.0,0.0,0.0,40.02,0.0,1.0,0.0,0.0,0,0,False,False,False,False,False,True,False,False,False,True,False
45.0,0.0,0.0,18.33,0.0,0.0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,True
47.0,0.0,0.0,79.54,0.135135135,0.0,0.0,0.0,37,-4,False,False,False,False,False,False,True,False,False,True,False
44.0,20.45454545,0.0,43.81,0.0,0.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False
33.0,54.54545455,39.39393939,45.34,0.125,1.0,1.0,0.0,48,0,False,False,False,False,True,False,False,False,True,False,False
46.0,13.04347826,4.347826087,29.02,0.0,1.0,0.0,0.0,0,-68,False,False,False,False,True,False,False,False,True,False,False
16.0,0.0,0.0,50.37,0.0,0.0,0.0,0.0,0,-5,True,False,False,False,False,False,False,False,True,False,False
36.0,27.77777778,16.66666667,47.5,0.176470588,1.0,1.0,0.0,17,0,False,True,False,False,False,False,False,False,True,False,False
32.0,21.875,9.375,31.14,0.142857142857143,1.0,1.0,0.0,42,0,False,False,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,13.65,0.0,1.0,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,True
36.0,0.0,0.0,91.05,0.0,0.0,0.0,0.0,0,-26,False,False,False,True,False,False,False,False,False,False,True
47.0,2.127659574,2.127659574,120.6,0.148148148,0.0,0.0,0.0,27,0,True,False,False,False,False,False,False,False,True,False,False
27.0,3.703703704,3.703703704,40.02,0.0,1.0,0.0,0.0,0,0,True,False,False,False,False,False,False,False,False,True,False
38.0,0.0,0.0,59.99,0.19047619047619,0.0,0.0,0.0,21,26,False,False,False,True,False,False,False,False,False,False,True
34.0,55.88235294,26.47058824,79.2,0.076923077,1.0,0.0,0.0,39,-2,True,False,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,177.26,0.0,0.0,0.0,0.0,0,-20,False,True,False,False,False,False,False,False,True,False,False
33.0,3.03030303,3.03030303,91.16,0.0,1.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False
45.0,0.0,0.0,66.39,0.0,0.0,0.0,0.0,0,0,True,False,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,40.02,0.0,0.0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,True,False,False
53.0,1.886792453,1.886792453,131.2,0.095238095,1.0,0.0,0.0,21,-50,False,True,False,False,False,False,False,False,False,False,True
16.0,0.0,0.0,98.17,0.0040080160320641,0.0,0.0,0.0,499,-21,True,False,False,False,False,False,False,False,False,True,False
31.0,38.70967742,16.12903226,29.47,0.0,1.0,0.0,0.0,0,-9,False,False,False,False,False,True,False,False,False,False,True
45.0,0.0,0.0,52.05,0.0,1.0,0.0,0.0,0,-1,False,False,True,False,False,False,False,True,False,False,False
37.0,13.51351351,2.702702703,13.05,0.0731707317073171,1.0,0.0,0.0,41,-4,True,False,False,False,False,False,False,False,False,False,True
59.0,35.59322034,6.779661017,36.94,0.1,0.0,1.0,0.0,260,-243,False,False,False,False,False,True,False,False,False,False,True
41.0,36.58536585,2.43902439,133.04,0.142857143,0.0,0.0,0.0,28,-610,False,True,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,14.32,0.062827225,0.0,0.0,0.0,191,-28,False,False,False,False,False,True,False,False,True,False,False
45.0,0.0,0.0,41.56,0.0,0.0,0.0,0.0,0,-45,False,False,False,False,False,True,False,False,False,True,False
5.0,100.0,40.0,40.0,0.0,1.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,True
38.0,0.0,0.0,40.02,0.0,1.0,0.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,True
16.0,0.0,0.0,40.92,0.0,0.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,True,False
44.0,4.545454545,0.0,76.83,0.0,0.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False
0.0,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,True,False
18.0,0.0,0.0,157.86,0.214285714285714,0.0,0.0,0.0,56,-561,True,False,False,False,False,False,False,False,False,True,False
36.0,30.55555556,0.0,11.77,0.19047619047619,1.0,0.0,0.0,21,-22,False,False,False,False,False,False,True,False,True,False,False
52.0,26.92307692,9.615384615,103.12,0.115009747,0.0,0.0,1.0,513,7,False,False,False,False,False,True,False,False,False,False,True
4.0,50.0,50.0,89.04,0.0,0.0,0.0,0.0,0,-10,False,False,False,False,True,False,False,False,True,False,False
46.0,17.39130435,6.52173913,82.32,0.041666667,0.0,0.0,0.0,120,-38,True,False,False,False,False,False,False,False,True,False,False
42.0,16.66666667,0.0,47.94,0.285714286,1.0,0.0,0.0,7,-8,False,True,False,False,False,False,False,False,False,False,True
1.0,100.0,100.0,79.41,0.125,1.0,1.0,0.0,112,0,False,False,False,False,True,False,False,False,True,False,False
16.0,0.0,0.0,53.28,0.0,1.0,0.0,0.0,0,-7,False,False,False,False,False,False,True,False,False,True,False
42.0,14.28571429,2.380952381,80.66,0.0,1.0,0.0,0.0,0,-1,False,True,False,False,False,False,False,False,False,True,False
17.0,17.64705882,0.0,47.25,0.0,0.0,0.0,0.0,0,-12,False,False,False,True,False,False,False,False,False,False,True
37.0,21.62162162,0.0,72.32,0.0,1.0,0.0,0.0,0,0,False,False,False,False,False,True,False,False,False,True,False
35.0,74.28571429,17.14285714,52.35,0.0952380952380952,1.0,0.0,0.0,42,-1,False,False,False,False,False,True,False,False,False,False,True
7.0,57.14285714,14.28571429,40.0,0.0,1.0,0.0,0.0,0,0,False,False,False,False,False,True,False,False,False,False,True
38.0,0.0,0.0,40.22,0.0,1.0,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,True
44.0,9.090909091,2.272727273,58.36,0.0032362459546925,0.0,0.0,0.0,618,0,False,False,False,False,False,False,True,False,False,True,False
42.0,9.523809524,2.380952381,95.03,0.214285714285714,1.0,0.0,0.0,14,-53,False,False,False,False,False,True,False,False,False,True,False
8.0,75.0,0.0,48.72,0.0,1.0,0.0,0.0,0,0,True,False,False,False,False,False,False,False,True,False,False
48.0,2.083333333,0.0,55.56,0.026666667,0.0,0.0,0.0,150,-2,True,False,False,False,False,False,False,False,True,False,False
56.0,53.57142857,8.928571429,45.0,0.230769231,1.0,1.0,0.0,143,-4,False,False,False,False,True,False,False,False,False,True,False
30.0,33.33333333,3.333333333,50.85,0.0,1.0,0.0,0.0,0,-2,False,False,False,False,True,False,False,True,False,False,False
35.0,62.85714286,14.28571429,100.81,0.048780488,0.0,0.0,0.0,82,-56,False,False,False,False,False,False,True,False,False,True,False
41.0,36.58536585,9.756097561,84.91,0.0384615384615385,1.0,0.0,0.0,78,-12,False,False,False,False,False,False,True,False,False,False,True
10.0,10.0,10.0,35.02,0.0,1.0,0.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,True
28.0,3.571428571,3.571428571,51.19,0.0,1.0,0.0,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False
